externalId,quantity,unitPrice
EXT-DUP-240,66,473.24
EXT-DUP-241,95,170.35
EXT-DUP-242,11,284.22
EXT-DUP-243,85,632.67
EXT-DUP-244,43,94.2
EXT-DUP-245,97,235.4
EXT-DUP-246,40,225.19
EXT-DUP-247,26,148.06
EXT-DUP-248,6,245.35
EXT-DUP-249,61,611.05
EXT-DUP-250,99,73.68
EXT-DUP-251,54,885.36
EXT-DUP-252,74,195.05
EXT-DUP-253,90,384.21
EXT-DUP-254,52,244.5
EXT-DUP-255,84,687.25
EXT-DUP-256,97,859.72
EXT-DUP-257,14,777.86
EXT-DUP-258,29,176.53
EXT-DUP-259,90,517.92
EXT-DUP-260,7,557.29
EXT-DUP-261,16,456.55
EXT-DUP-262,60,667.24
EXT-DUP-263,72,595.26
EXT-DUP-264,97,890.64
EXT-DUP-265,79,814.38
EXT-DUP-266,65,426.89
EXT-DUP-267,71,446.02
EXT-DUP-268,21,743.17
EXT-DUP-269,61,450.17
EXT-DUP-270,97,247.75
EXT-DUP-271,82,277.76
EXT-DUP-272,100,521.26
EXT-DUP-273,81,239.77
EXT-DUP-274,57,78.33
EXT-DUP-275,37,235.02
EXT-DUP-276,43,320.07
EXT-DUP-277,70,81.42
EXT-DUP-278,20,231.8
EXT-DUP-279,89,153.5
EXT-DUP-280,28,65.1
EXT-DUP-281,53,331.22
EXT-DUP-282,60,415.94
EXT-DUP-283,27,832.23
EXT-DUP-284,50,904.03
EXT-DUP-285,75,945.17
EXT-DUP-286,3,856.02
EXT-DUP-287,98,575.54
EXT-DUP-288,62,6.88
EXT-DUP-289,46,299.02
EXT-DUP-290,50,852.74
EXT-DUP-291,54,538.14
EXT-DUP-292,95,546.04
EXT-DUP-293,78,897.02
EXT-DUP-294,63,219.98
EXT-DUP-295,56,485.67
EXT-DUP-296,50,336.46
EXT-DUP-297,87,797.55
EXT-DUP-298,93,165.71
EXT-DUP-299,60,918.7
EXT-DUP-300,80,534.06
EXT-DUP-301,51,591.71
EXT-DUP-302,85,28.05
EXT-DUP-303,83,428.76
EXT-DUP-304,60,182.37
EXT-DUP-305,34,379.35
EXT-DUP-306,28,454.79
EXT-DUP-307,44,760.71
EXT-DUP-308,49,278.7
EXT-DUP-309,54,252.77
EXT-DUP-310,11,470.37
EXT-DUP-311,96,539.34
EXT-DUP-312,45,224.77
EXT-DUP-313,9,780.67
EXT-DUP-314,84,41.18
EXT-DUP-315,4,948.71
EXT-DUP-316,26,838.55
EXT-DUP-317,80,153.08
EXT-DUP-318,17,473.61
EXT-DUP-319,15,563.84
EXT-DUP-320,28,465.1
EXT-DUP-321,33,766.36
EXT-DUP-322,22,605.68
EXT-DUP-323,96,717.92
EXT-DUP-324,100,818.66
EXT-DUP-325,40,108.88
EXT-DUP-326,4,928.03
EXT-DUP-327,74,676.99
EXT-DUP-328,49,396.86
EXT-DUP-329,92,198.93
EXT-DUP-330,76,690.23
EXT-DUP-331,81,243.36
EXT-DUP-332,90,771.94
EXT-DUP-333,88,600.21
EXT-DUP-334,16,795.63
EXT-DUP-335,73,782.07
EXT-DUP-336,45,532.68
EXT-DUP-337,85,370.83
EXT-DUP-338,65,647.25
EXT-DUP-339,2,848.88
EXT-DUP-340,63,106.33
EXT-DUP-341,47,635.31
EXT-DUP-342,59,706.89
EXT-DUP-343,56,176.78
EXT-DUP-344,67,964.54
EXT-DUP-345,35,615.68
EXT-DUP-346,69,774.09
EXT-DUP-347,60,435.7
EXT-DUP-348,94,592.29
EXT-DUP-349,42,851.01
EXT-DUP-350,12,279.37
EXT-DUP-351,58,244.38
EXT-DUP-352,60,569.71
EXT-DUP-353,86,379.23
EXT-DUP-354,4,494.32
EXT-DUP-355,42,182.48
EXT-DUP-356,28,355.12
EXT-DUP-357,34,340.66
EXT-DUP-358,77,700.78
EXT-DUP-359,36,555.68
EXT-DUP-360,67,947.17
EXT-DUP-361,11,241.87
EXT-DUP-362,53,488.6
EXT-DUP-363,98,240.84
EXT-DUP-364,61,645.61
EXT-DUP-365,63,448.28
EXT-DUP-366,3,93.87
EXT-DUP-367,29,404.59
EXT-DUP-368,32,306.59
EXT-DUP-369,75,369.28
EXT-DUP-370,71,530.86
EXT-DUP-371,55,995.64
EXT-DUP-372,71,331.13
EXT-DUP-373,90,453.84
EXT-DUP-374,40,251.9
EXT-DUP-375,16,720.84
EXT-DUP-376,41,120.32
EXT-DUP-377,69,949.98
EXT-DUP-378,89,185.78
EXT-DUP-379,28,738.13
EXT-DUP-380,36,724.14
EXT-DUP-381,98,524.59
EXT-DUP-382,37,979.55
EXT-DUP-383,25,296.65
EXT-DUP-384,47,180.08
EXT-DUP-385,2,707.6
EXT-DUP-386,17,274.76
EXT-DUP-387,7,553.25
EXT-DUP-388,90,943.2
EXT-DUP-389,82,867.72
EXT-DUP-390,63,103.38
EXT-DUP-391,2,573.92
EXT-DUP-392,61,478.76
EXT-DUP-393,44,184.99
EXT-DUP-394,7,252.97
EXT-DUP-395,62,114.86
EXT-DUP-396,9,400.91
EXT-DUP-397,10,576.87
EXT-DUP-398,88,54.5
EXT-DUP-399,20,810.52
EXT-DUP-400,39,86.01
EXT-DUP-401,32,119.21
EXT-DUP-402,98,416.34
EXT-DUP-403,77,790.16
EXT-DUP-404,29,775.14
EXT-DUP-405,49,450.61
EXT-DUP-406,57,297.76
EXT-DUP-407,76,989.05
EXT-DUP-408,40,568.49
EXT-DUP-409,8,609.41
EXT-DUP-410,95,100.04
EXT-DUP-411,98,208.37
EXT-DUP-412,28,265.12
EXT-DUP-413,11,157.74
EXT-DUP-414,23,551.89
EXT-DUP-415,21,3.67
EXT-DUP-416,58,688.99
EXT-DUP-417,61,291.68
EXT-DUP-418,30,288.53
EXT-DUP-419,37,702.58
EXT-DUP-420,59,72.04
EXT-DUP-421,30,923.06
EXT-DUP-422,81,589.61
EXT-DUP-423,26,425.29
EXT-DUP-424,70,225.36
EXT-DUP-425,20,907.59
EXT-DUP-426,19,72.27
EXT-DUP-427,22,792.04
EXT-DUP-428,77,748.46
EXT-DUP-429,73,920.35
EXT-DUP-430,57,125.1
EXT-DUP-431,89,304.48
EXT-DUP-432,52,941.79
EXT-DUP-433,65,539.9
EXT-DUP-434,57,81.28
EXT-DUP-435,6,888.64
EXT-DUP-436,95,322.68
EXT-DUP-437,33,26.81
EXT-DUP-438,30,960.99
EXT-DUP-439,74,586.95
EXT-DUP-440,3,998.57
EXT-DUP-441,87,820.78
EXT-DUP-442,74,41.15
EXT-DUP-443,97,175.84
EXT-DUP-444,67,651.21
EXT-DUP-445,36,182.13
EXT-DUP-446,75,436.01
EXT-DUP-447,63,968.12
EXT-DUP-448,61,348.27
EXT-DUP-449,43,321.42
EXT-DUP-450,14,857.02
EXT-DUP-451,43,411.82
EXT-DUP-452,64,288.64
EXT-DUP-453,52,812.94
EXT-DUP-454,71,37.62
EXT-DUP-455,12,314.89
EXT-DUP-456,42,116.69
EXT-DUP-457,99,404.37
EXT-DUP-458,66,824.28
EXT-DUP-459,1,657.35
EXT-DUP-460,70,462.05
EXT-DUP-461,7,188.21
EXT-DUP-462,47,622.39
EXT-DUP-463,64,625.16
EXT-DUP-464,98,52.51
EXT-DUP-465,35,549.12
EXT-DUP-466,37,438.24
EXT-DUP-467,90,484.74
EXT-DUP-468,4,972.2
EXT-DUP-469,78,798.72
EXT-DUP-470,91,159.06
EXT-DUP-471,71,14.65
EXT-DUP-472,53,94.02
EXT-DUP-473,15,461.52
EXT-DUP-474,16,647.41
EXT-DUP-475,20,498.38
EXT-DUP-476,92,292.28
EXT-DUP-477,91,273.88
EXT-DUP-478,62,979.28
EXT-DUP-479,32,456.87
EXT-DUP-480,19,383.82
EXT-DUP-481,77,508.22
EXT-DUP-482,18,863.3
EXT-DUP-483,36,772.13
EXT-DUP-484,54,340.2
EXT-DUP-485,65,267.64
EXT-DUP-486,1,283.27
EXT-DUP-487,39,836.8
EXT-DUP-488,75,997.9
EXT-DUP-489,63,864.53
EXT-DUP-490,58,538.5
EXT-DUP-491,45,332.78
EXT-DUP-492,98,543.34
EXT-DUP-493,59,931.99
EXT-DUP-494,25,979.81
EXT-DUP-495,31,571.65
EXT-DUP-496,30,855.3
EXT-DUP-497,53,44.56
EXT-DUP-498,96,473.03
EXT-DUP-499,49,386.31
EXT-DUP-500,85,791.81
EXT-DUP-501,84,979.86
EXT-DUP-502,64,963.89
EXT-DUP-503,17,502.29
EXT-DUP-504,76,332.33
EXT-DUP-505,13,873.44
EXT-DUP-506,57,100.51
EXT-DUP-507,59,16.32
EXT-DUP-508,19,410.16
EXT-DUP-509,84,969.02
EXT-DUP-510,10,469.55
EXT-DUP-511,34,338.88
EXT-DUP-512,89,397.69
EXT-DUP-513,11,851.06
EXT-DUP-514,87,858.62
EXT-DUP-515,49,953.23
EXT-DUP-516,81,718.28
EXT-DUP-517,98,487.97
EXT-DUP-518,70,36.83
EXT-DUP-519,9,235.3
EXT-DUP-520,88,920.09
EXT-DUP-521,30,746.27
EXT-DUP-522,56,977.38
EXT-DUP-523,98,633.48
EXT-DUP-524,13,443.79
EXT-DUP-525,89,299.87
EXT-DUP-526,4,46.9
EXT-DUP-527,8,293.78
EXT-DUP-528,48,430.83
EXT-DUP-529,32,531.1
EXT-DUP-530,73,681.44
EXT-DUP-531,24,170.64
EXT-DUP-532,11,609.27
EXT-DUP-533,49,619.47
EXT-DUP-534,31,497.67
EXT-DUP-535,75,143.83
EXT-DUP-536,60,637.63
EXT-DUP-537,59,255.82
EXT-DUP-538,2,898.11
EXT-DUP-539,60,900.41
EXT-DUP-540,87,546.5
EXT-DUP-541,10,441.85
EXT-DUP-542,45,986.68
EXT-DUP-543,39,638.66
EXT-DUP-544,55,689.93
EXT-DUP-545,59,844.61
EXT-DUP-546,26,998.37
EXT-DUP-547,62,107.44
EXT-DUP-548,49,571.78
EXT-DUP-549,74,296.28
EXT-DUP-550,90,295.64
EXT-DUP-551,85,396.01
EXT-DUP-552,2,565.8
EXT-DUP-553,88,777.75
EXT-DUP-554,7,909.8
EXT-DUP-555,96,496.73
EXT-DUP-556,37,775.19
EXT-DUP-557,30,606.85
EXT-DUP-558,46,219.57
EXT-DUP-559,25,620.65
EXT-DUP-560,87,755.07
EXT-DUP-561,99,658.86
EXT-DUP-562,18,627.99
EXT-DUP-563,81,646.05
EXT-DUP-564,40,788.03
EXT-DUP-565,5,579.41
EXT-DUP-566,94,132.15
EXT-DUP-567,38,327.07
EXT-DUP-568,54,176.29
EXT-DUP-569,17,785.94
EXT-DUP-570,47,530.79
EXT-DUP-571,35,829.81
EXT-DUP-572,33,913.22
EXT-DUP-573,62,966.45
EXT-DUP-574,38,746.07
EXT-DUP-575,44,803.62
EXT-DUP-576,60,961.97
EXT-DUP-577,19,753.64
EXT-DUP-578,29,859.42
EXT-DUP-579,93,674.06
EXT-DUP-580,51,966.34
EXT-DUP-581,72,366.04
EXT-DUP-582,51,14.89
EXT-DUP-583,69,124.34
EXT-DUP-584,48,672.48
EXT-DUP-585,87,262.64
EXT-DUP-586,49,821.77
EXT-DUP-587,48,109.13
EXT-DUP-588,30,471.53
EXT-DUP-589,80,883.47
EXT-DUP-590,72,328.35
EXT-DUP-591,79,221.92
EXT-DUP-592,9,635.13
EXT-DUP-593,60,908.57
EXT-DUP-594,39,648.94
EXT-DUP-595,15,140.5
EXT-DUP-596,5,304.76
EXT-DUP-597,64,116.89
EXT-DUP-598,31,886.48
EXT-DUP-599,18,388.87
EXT-DUP-600,48,670.15
EXT-DUP-601,96,696.09
EXT-DUP-602,70,419.29
EXT-DUP-603,96,726.15
EXT-DUP-604,54,654.61
EXT-DUP-605,63,615.42
EXT-DUP-606,36,33.65
EXT-DUP-607,48,217.84
EXT-DUP-608,57,949.65
EXT-DUP-609,47,100.16
EXT-DUP-610,88,367.6
EXT-DUP-611,83,358.96
EXT-DUP-612,51,276.33
EXT-DUP-613,16,948.11
EXT-DUP-614,59,92.49
EXT-DUP-615,28,641.42
EXT-DUP-616,77,970.15
EXT-DUP-617,7,786.22
EXT-DUP-618,32,987.84
EXT-DUP-619,73,205.8
EXT-DUP-620,98,554.1
EXT-DUP-621,76,216.52
EXT-DUP-622,30,328.9
EXT-DUP-623,19,788.07
EXT-DUP-624,77,3.83
EXT-DUP-625,19,986.55
EXT-DUP-626,70,251.15
EXT-DUP-627,23,110.71
EXT-DUP-628,4,132.54
EXT-DUP-629,46,789.4
EXT-DUP-630,31,588.68
EXT-DUP-631,3,174.9
EXT-DUP-632,7,127.51
EXT-DUP-633,54,526.03
EXT-DUP-634,96,64.43
EXT-DUP-635,58,777.46
EXT-DUP-636,66,593.48
EXT-DUP-637,58,503.83
EXT-DUP-638,79,44.28
EXT-DUP-639,85,521.41
EXT-DUP-640,59,643.05
EXT-DUP-641,4,61.7
EXT-DUP-642,62,846.6
EXT-DUP-643,55,685.73
EXT-DUP-644,63,711.98
EXT-DUP-645,57,74.34
EXT-DUP-646,11,322.47
EXT-DUP-647,19,66.55
EXT-DUP-648,36,624.07
EXT-DUP-649,75,548.26
EXT-DUP-650,42,381.14
EXT-DUP-651,77,530.5
EXT-DUP-652,59,505.54
EXT-DUP-653,56,99.98
EXT-DUP-654,90,115.19
EXT-DUP-655,84,650.61
EXT-DUP-656,99,551.23
EXT-DUP-657,28,430.21
EXT-DUP-658,30,413.99
EXT-DUP-659,59,398.93
EXT-DUP-660,94,95.9
EXT-DUP-661,55,312.9
EXT-DUP-662,33,374.55
EXT-DUP-663,20,686.45
EXT-DUP-664,61,68.0
EXT-DUP-665,11,94.04
EXT-DUP-666,13,744.1
EXT-DUP-667,48,811.15
EXT-DUP-668,72,60.86
EXT-DUP-669,72,561.56
EXT-DUP-670,86,122.99
EXT-DUP-671,46,872.86
EXT-DUP-672,97,423.09
EXT-DUP-673,93,52.34
EXT-DUP-674,37,600.21
EXT-DUP-675,46,104.39
EXT-DUP-676,65,213.31
EXT-DUP-677,85,482.23
EXT-DUP-678,14,350.41
EXT-DUP-679,72,367.83
EXT-DUP-680,98,279.01
EXT-DUP-681,29,806.61
EXT-DUP-682,72,973.6
EXT-DUP-683,80,613.35
EXT-DUP-684,83,556.63
EXT-DUP-685,78,928.23
EXT-DUP-686,89,267.91
EXT-DUP-687,24,273.72
EXT-DUP-688,98,309.37
EXT-DUP-689,44,351.32
EXT-DUP-690,24,869.12
EXT-DUP-691,73,657.03
EXT-DUP-692,9,142.59
EXT-DUP-693,82,970.87
EXT-DUP-694,12,745.62
EXT-DUP-695,28,376.44
EXT-DUP-696,59,341.21
EXT-DUP-697,48,312.01
EXT-DUP-698,42,776.28
EXT-DUP-699,73,596.03
EXT-DUP-700,7,156.27
EXT-DUP-701,97,617.6
EXT-DUP-702,87,82.42
EXT-DUP-703,57,661.61
EXT-DUP-704,63,606.86
EXT-DUP-705,54,273.62
EXT-DUP-706,97,512.32
EXT-DUP-707,45,430.05
EXT-DUP-708,37,677.86
EXT-DUP-709,76,486.66
EXT-DUP-710,86,308.8
EXT-DUP-711,29,395.47
EXT-DUP-712,77,55.67
EXT-DUP-713,27,301.82
EXT-DUP-714,28,766.81
EXT-DUP-715,98,256.01
EXT-DUP-716,42,120.74
EXT-DUP-717,64,746.52
EXT-DUP-718,23,129.93
EXT-DUP-719,69,703.26
EXT-DUP-720,65,558.61
EXT-DUP-721,86,805.59
EXT-DUP-722,10,397.28
EXT-DUP-723,95,43.22
EXT-DUP-724,3,459.83
EXT-DUP-725,10,861.39
EXT-DUP-726,74,429.43
EXT-DUP-727,52,709.08
EXT-DUP-728,54,289.94
EXT-DUP-729,52,21.81
EXT-DUP-730,42,172.53
EXT-DUP-731,80,460.18
EXT-DUP-732,89,918.93
EXT-DUP-733,12,436.84
EXT-DUP-734,14,243.83
EXT-DUP-735,76,400.65
EXT-DUP-736,11,395.98
EXT-DUP-737,40,745.31
EXT-DUP-738,29,333.4
EXT-DUP-739,22,77.23
EXT-DUP-740,82,114.8
EXT-DUP-741,66,194.52
EXT-DUP-742,100,349.68
EXT-DUP-743,94,957.31
EXT-DUP-744,83,814.41
EXT-DUP-745,31,103.6
EXT-DUP-746,33,197.88
EXT-DUP-747,78,153.56
EXT-DUP-748,98,655.2
EXT-DUP-749,23,950.39
EXT-DUP-750,81,494.13
EXT-DUP-751,97,563.61
EXT-DUP-752,75,449.01
EXT-DUP-753,73,642.71
EXT-DUP-754,80,323.56
EXT-DUP-755,81,316.51
EXT-DUP-756,57,69.15
EXT-DUP-757,57,631.12
EXT-DUP-758,36,591.24
EXT-DUP-759,46,507.32
EXT-DUP-760,40,461.82
EXT-DUP-761,5,57.78
EXT-DUP-762,37,77.58
EXT-DUP-763,12,614.78
EXT-DUP-764,65,384.71
EXT-DUP-765,75,554.21
EXT-DUP-766,95,895.09
EXT-DUP-767,58,908.23
EXT-DUP-768,74,651.53
EXT-DUP-769,42,604.8
EXT-DUP-770,65,151.56
EXT-DUP-771,8,450.62
EXT-DUP-772,44,981.42
EXT-DUP-773,11,504.54
EXT-DUP-774,23,40.06
EXT-DUP-775,91,437.88
EXT-DUP-776,57,524.02
EXT-DUP-777,79,159.43
EXT-DUP-778,48,917.1
EXT-DUP-779,50,408.95
EXT-DUP-780,44,678.54
EXT-DUP-781,7,788.65
EXT-DUP-782,83,334.98
EXT-DUP-783,43,95.32
EXT-DUP-784,87,386.79
EXT-DUP-785,33,723.29
EXT-DUP-786,85,963.48
EXT-DUP-787,78,872.53
EXT-DUP-788,43,82.34
EXT-DUP-789,85,142.15
EXT-DUP-790,45,310.61
EXT-DUP-791,84,698.08
EXT-DUP-792,51,129.69
EXT-DUP-793,91,937.13
EXT-DUP-794,40,558.8
EXT-DUP-795,83,791.08
EXT-DUP-796,17,669.78
EXT-DUP-797,95,996.17
EXT-DUP-798,68,94.27
EXT-DUP-799,86,423.56
EXT-DUP-800,47,19.19
EXT-DUP-801,40,180.9
EXT-DUP-802,28,342.05
EXT-DUP-803,99,486.3
EXT-DUP-804,29,998.98
EXT-DUP-805,20,78.01
EXT-DUP-806,13,507.67
EXT-DUP-807,70,834.45
EXT-DUP-808,68,38.67
EXT-DUP-809,44,875.64
EXT-DUP-810,80,131.79
EXT-DUP-811,49,154.94
EXT-DUP-812,24,830.68
EXT-DUP-813,99,624.49
EXT-DUP-814,22,720.74
EXT-DUP-815,6,411.04
EXT-DUP-816,87,719.15
EXT-DUP-817,57,610.37
EXT-DUP-818,97,748.04
EXT-DUP-819,58,234.53
EXT-DUP-820,31,309.85
EXT-DUP-821,61,903.17
EXT-DUP-822,25,368.11
EXT-DUP-823,74,983.47
EXT-DUP-824,60,768.9
EXT-DUP-825,100,382.11
EXT-DUP-826,68,418.82
EXT-DUP-827,21,816.26
EXT-DUP-828,78,139.12
EXT-DUP-829,33,53.08
EXT-DUP-830,62,873.37
EXT-DUP-831,71,933.42
EXT-DUP-832,92,845.2
EXT-DUP-833,16,285.49
EXT-DUP-834,98,160.99
EXT-DUP-835,58,904.5
EXT-DUP-836,19,830.38
EXT-DUP-837,12,945.52
EXT-DUP-838,29,816.07
EXT-DUP-839,45,929.61
EXT-DUP-840,54,54.15
EXT-DUP-841,65,374.21
EXT-DUP-842,50,993.54
EXT-DUP-843,48,225.09
EXT-DUP-844,41,929.96
EXT-DUP-845,92,649.66
EXT-DUP-846,19,138.32
EXT-DUP-847,37,916.56
EXT-DUP-848,61,695.68
EXT-DUP-849,18,758.32
EXT-DUP-850,61,448.7
EXT-DUP-851,1,905.05
EXT-DUP-852,3,256.41
EXT-DUP-853,20,548.71
EXT-DUP-854,94,608.66
EXT-DUP-855,55,111.96
EXT-DUP-856,37,238.16
EXT-DUP-857,16,48.65
EXT-DUP-858,54,638.67
EXT-DUP-859,80,457.2
EXT-DUP-860,15,836.01
EXT-DUP-861,64,596.55
EXT-DUP-862,3,631.69
EXT-DUP-863,74,242.45
EXT-DUP-864,19,291.69
EXT-DUP-865,1,614.58
EXT-DUP-866,31,570.52
EXT-DUP-867,24,664.04
EXT-DUP-868,11,523.44
EXT-DUP-869,47,68.54
EXT-DUP-870,68,543.99
EXT-DUP-871,65,554.04
EXT-DUP-872,50,872.58
EXT-DUP-873,6,635.4
