externalId,quantity,unitPrice
EXT-NOTFOUND-0015,1,50.0
EXT-NOTFOUND-0016,1,50.0
EXT-NOTFOUND-0017,1,50.0
EXT-NOTFOUND-0018,1,50.0
EXT-NOTFOUND-0019,1,50.0
EXT-NOTFOUND-0020,1,50.0
EXT-NOTFOUND-0021,1,50.0
EXT-NOTFOUND-0022,1,50.0
EXT-NOTFOUND-0023,1,50.0
EXT-NOTFOUND-0024,1,50.0
EXT-NOTFOUND-0025,1,50.0
EXT-NOTFOUND-0026,1,50.0
EXT-NOTFOUND-0027,1,50.0
EXT-NOTFOUND-0028,1,50.0
EXT-NOTFOUND-0029,1,50.0
EXT-NOTFOUND-0030,1,50.0
EXT-NOTFOUND-0031,1,50.0
EXT-NOTFOUND-0032,1,50.0
EXT-NOTFOUND-0033,1,50.0
EXT-NOTFOUND-0034,1,50.0
EXT-NOTFOUND-0035,1,50.0
EXT-NOTFOUND-0036,1,50.0
EXT-NOTFOUND-0037,1,50.0
EXT-NOTFOUND-0038,1,50.0
EXT-NOTFOUND-0039,1,50.0
EXT-NOTFOUND-0040,1,50.0
EXT-NOTFOUND-0041,1,50.0
EXT-NOTFOUND-0042,1,50.0
EXT-NOTFOUND-0043,1,50.0
EXT-NOTFOUND-0044,1,50.0
EXT-NOTFOUND-0045,1,50.0
EXT-NOTFOUND-0046,1,50.0
EXT-NOTFOUND-0047,1,50.0
EXT-NOTFOUND-0048,1,50.0
EXT-NOTFOUND-0049,1,50.0
EXT-NOTFOUND-0050,1,50.0
EXT-NOTFOUND-0051,1,50.0
EXT-NOTFOUND-0052,1,50.0
EXT-NOTFOUND-0053,1,50.0
EXT-NOTFOUND-0054,1,50.0
EXT-NOTFOUND-0055,1,50.0
EXT-NOTFOUND-0056,1,50.0
EXT-NOTFOUND-0057,1,50.0
EXT-NOTFOUND-0058,1,50.0
EXT-NOTFOUND-0059,1,50.0
EXT-NOTFOUND-0060,1,50.0
EXT-NOTFOUND-0061,1,50.0
EXT-NOTFOUND-0062,1,50.0
EXT-NOTFOUND-0063,1,50.0
EXT-NOTFOUND-0064,1,50.0
EXT-NOTFOUND-0065,1,50.0
EXT-NOTFOUND-0066,1,50.0
EXT-NOTFOUND-0067,1,50.0
EXT-NOTFOUND-0068,1,50.0
EXT-NOTFOUND-0069,1,50.0
EXT-NOTFOUND-0070,1,50.0
EXT-NOTFOUND-0071,1,50.0
EXT-NOTFOUND-0072,1,50.0
EXT-NOTFOUND-0073,1,50.0
EXT-NOTFOUND-0074,1,50.0
EXT-NOTFOUND-0075,1,50.0
EXT-NOTFOUND-0076,1,50.0
EXT-NOTFOUND-0077,1,50.0
EXT-NOTFOUND-0078,1,50.0
EXT-NOTFOUND-0079,1,50.0
EXT-NOTFOUND-0080,1,50.0
EXT-NOTFOUND-0081,1,50.0
EXT-NOTFOUND-0082,1,50.0
EXT-NOTFOUND-0083,1,50.0
EXT-NOTFOUND-0084,1,50.0
EXT-NOTFOUND-0085,1,50.0
EXT-NOTFOUND-0086,1,50.0
EXT-NOTFOUND-0087,1,50.0
EXT-NOTFOUND-0088,1,50.0
EXT-NOTFOUND-0089,1,50.0
EXT-NOTFOUND-0090,1,50.0
EXT-NOTFOUND-0091,1,50.0
EXT-NOTFOUND-0092,1,50.0
EXT-NOTFOUND-0093,1,50.0
EXT-NOTFOUND-0094,1,50.0
EXT-NOTFOUND-0095,1,50.0
EXT-NOTFOUND-0096,1,50.0
EXT-NOTFOUND-0097,1,50.0
EXT-NOTFOUND-0098,1,50.0
EXT-NOTFOUND-0099,1,50.0
EXT-NOTFOUND-0100,1,50.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
,1,10.0
EXT-BADQTY-001,abc,10.0
EXT-BADQTY-002,abc,10.0
EXT-BADQTY-003,abc,10.0
EXT-BADQTY-004,abc,10.0
EXT-BADQTY-005,abc,10.0
EXT-BADQTY-006,abc,10.0
EXT-BADQTY-007,abc,10.0
EXT-BADQTY-008,abc,10.0
EXT-BADQTY-009,abc,10.0
EXT-BADQTY-010,abc,10.0
EXT-BADQTY-011,abc,10.0
EXT-BADQTY-012,abc,10.0
EXT-BADQTY-013,abc,10.0
EXT-BADQTY-014,abc,10.0
EXT-BADQTY-015,abc,10.0
EXT-BADQTY-016,abc,10.0
EXT-BADQTY-017,abc,10.0
EXT-BADQTY-018,abc,10.0
EXT-BADQTY-019,abc,10.0
EXT-BADQTY-020,abc,10.0
EXT-BADPRICE-001,1,xyz
EXT-BADPRICE-002,1,xyz
EXT-BADPRICE-003,1,xyz
EXT-BADPRICE-004,1,xyz
EXT-BADPRICE-005,1,xyz
EXT-BADPRICE-006,1,xyz
EXT-BADPRICE-007,1,xyz
EXT-BADPRICE-008,1,xyz
EXT-BADPRICE-009,1,xyz
EXT-BADPRICE-010,1,xyz
EXT-BADPRICE-011,1,xyz
EXT-BADPRICE-012,1,xyz
EXT-BADPRICE-013,1,xyz
EXT-BADPRICE-014,1,xyz
EXT-BADPRICE-015,1,xyz
EXT-BADPRICE-016,1,xyz
EXT-BADPRICE-017,1,xyz
EXT-BADPRICE-018,1,xyz
EXT-BADPRICE-019,1,xyz
EXT-BADPRICE-020,1,xyz
EXT-FREE-001,1,0.0
EXT-FREE-002,1,0.0
EXT-FREE-003,1,0.0
EXT-FREE-004,1,0.0
EXT-FREE-005,1,0.0
EXT-FREE-006,1,0.0
EXT-FREE-007,1,0.0
EXT-FREE-008,1,0.0
EXT-FREE-009,1,0.0
EXT-FREE-010,1,0.0
EXT-FREE-011,1,0.0
EXT-FREE-012,1,0.0
EXT-FREE-013,1,0.0
EXT-FREE-014,1,0.0
EXT-FREE-015,1,0.0
EXT-FREE-016,1,0.0
EXT-FREE-017,1,0.0
EXT-FREE-018,1,0.0
EXT-FREE-019,1,0.0
EXT-FREE-020,1,0.0
EXT-FREE-021,1,0.0
EXT-FREE-022,1,0.0
EXT-FREE-023,1,0.0
EXT-FREE-024,1,0.0
EXT-FREE-025,1,0.0
EXT-FREE-026,1,0.0
EXT-FREE-027,1,0.0
EXT-FREE-028,1,0.0
EXT-FREE-029,1,0.0
EXT-FREE-030,1,0.0
EXT-FREE-031,1,0.0
EXT-FREE-032,1,0.0
EXT-FREE-033,1,0.0
EXT-FREE-034,1,0.0
EXT-FREE-035,1,0.0
EXT-FREE-036,1,0.0
EXT-FREE-037,1,0.0
EXT-FREE-038,1,0.0
EXT-FREE-039,1,0.0
EXT-FREE-040,1,0.0
EXT-FREE-041,1,0.0
EXT-FREE-042,1,0.0
EXT-FREE-043,1,0.0
EXT-FREE-044,1,0.0
EXT-FREE-045,1,0.0
EXT-FREE-046,1,0.0
EXT-FREE-047,1,0.0
EXT-FREE-048,1,0.0
EXT-FREE-049,1,0.0
EXT-FREE-050,1,0.0
EXT-DEC-001,1.5,25.0
EXT-DEC-002,1.5,25.0
EXT-DEC-003,1.5,25.0
EXT-DEC-004,1.5,25.0
EXT-DEC-005,1.5,25.0
EXT-DEC-006,1.5,25.0
EXT-DEC-007,1.5,25.0
EXT-DEC-008,1.5,25.0
EXT-DEC-009,1.5,25.0
EXT-DEC-010,1.5,25.0
EXT-DEC-011,1.5,25.0
EXT-DEC-012,1.5,25.0
EXT-DEC-013,1.5,25.0
EXT-DEC-014,1.5,25.0
EXT-DEC-015,1.5,25.0
EXT-DEC-016,1.5,25.0
EXT-DEC-017,1.5,25.0
EXT-DEC-018,1.5,25.0
EXT-DEC-019,1.5,25.0
EXT-DEC-020,1.5,25.0
EXT-DEC-021,1.5,25.0
EXT-DEC-022,1.5,25.0
EXT-DEC-023,1.5,25.0
EXT-DEC-024,1.5,25.0
EXT-DEC-025,1.5,25.0
EXT-DEC-026,1.5,25.0
EXT-DEC-027,1.5,25.0
EXT-DEC-028,1.5,25.0
EXT-DEC-029,1.5,25.0
EXT-DEC-030,1.5,25.0
EXT-DEC-031,1.5,25.0
EXT-DEC-032,1.5,25.0
EXT-DEC-033,1.5,25.0
EXT-DEC-034,1.5,25.0
EXT-DEC-035,1.5,25.0
EXT-DEC-036,1.5,25.0
EXT-DEC-037,1.5,25.0
EXT-DEC-038,1.5,25.0
EXT-DEC-039,1.5,25.0
EXT-DEC-040,1.5,25.0
EXT-0001,41,56.55
,,
EXT-0003,15,70.63
EXT-0004,7,338.67
EXT-0005,35,44.38
EXT-0006,28,16.86
EXT-0007,6,110.1
EXT-0008,33,301.41
EXT-0009,36,100.22
EXT-0010,42,350.96
EXT-0011,27,111.0
EXT-0012,38,139.82
EXT-0013,1,379.64
EXT-0014,11,349.37
EXT-0015,22,139.66
EXT-0016,14,478.65
EXT-0017,22,52.0
EXT-0018,25,49.26
EXT-0019,23,302.26
EXT-0020,3,365.14
EXT-0021,35,63.29
EXT-0022,25,40.32
EXT-0023,19,414.87
EXT-0024,40,442.84
EXT-0025,24,289.1
EXT-0026,46,35.71
EXT-0027,43,114.72
EXT-0028,19,492.63
EXT-0029,15,433.38
EXT-0030,25,139.71
EXT-0031,41,417.22
EXT-0032,11,185.72
EXT-0033,14,335.42
,,
EXT-0035,42,36.63
EXT-0036,41,86.4
EXT-0037,47,123.16
EXT-0038,30,190.35
EXT-0039,41,344.39
EXT-0040,15,342.62
EXT-0041,50,388.22
EXT-0042,15,411.08
EXT-0043,21,201.18
EXT-0044,5,106.28
EXT-0045,37,438.31
EXT-0046,21,107.1
EXT-0047,32,198.42
EXT-0048,42,229.97
EXT-0049,17,70.68
EXT-0050,48,281.12
EXT-0051,17,373.76
EXT-0052,28,449.01
EXT-0053,26,181.64
EXT-0054,9,255.25
EXT-0055,6,378.14
EXT-0056,8,77.27
EXT-0057,11,396.25
EXT-0058,28,298.61
EXT-0059,25,191.43
EXT-0060,30,265.03
EXT-0061,36,430.53
EXT-0062,1,340.46
EXT-0063,8,341.17
EXT-0064,35,375.69
EXT-0065,50,320.84
EXT-0066,8,147.46
EXT-0067,11,227.41
EXT-0068,47,438.05
EXT-0069,17,485.97
EXT-0070,49,90.15
EXT-0071,7,435.39
EXT-0072,20,420.99
EXT-0073,33,304.88
EXT-0074,10,187.58
EXT-0075,11,270.15
EXT-0076,50,461.29
EXT-0077,1,299.87
EXT-0078,32,10.72
EXT-0079,24,439.48
EXT-0080,20,120.49
EXT-0081,16,439.13
EXT-0082,6,43.74
EXT-0083,32,408.2
EXT-0084,49,266.82
EXT-0085,9,65.07
EXT-0086,31,473.48
EXT-0087,11,133.26
EXT-0088,39,212.15
EXT-0089,14,464.53
EXT-0090,49,365.24
EXT-0091,13,356.76
EXT-0092,26,497.58
EXT-0093,42,187.34
EXT-0094,34,226.29
,,
EXT-0096,22,11.5
EXT-0097,36,115.83
EXT-0098,15,4.59
EXT-0099,46,315.92
EXT-0100,15,34.63
EXT-0101,3,429.96
EXT-0102,5,257.56
EXT-0103,18,334.82
EXT-0104,14,270.08
EXT-0105,47,467.82
EXT-0106,37,288.53
EXT-0107,16,392.53
EXT-0108,27,96.01
EXT-0109,7,329.83
EXT-0110,23,212.37
EXT-0111,30,432.05
EXT-0112,4,337.01
EXT-0113,42,50.11
EXT-0114,26,364.38
EXT-0115,7,125.08
EXT-0116,13,268.61
EXT-0117,9,211.52
EXT-0118,18,231.85
EXT-0119,5,222.12
EXT-0120,36,49.86
EXT-0121,42,499.64
EXT-0122,1,484.53
EXT-0123,49,424.5
EXT-0124,11,203.8
EXT-0125,31,107.66
EXT-0126,26,451.32
EXT-0127,11,190.11
EXT-0128,25,133.34
EXT-0129,30,143.34
EXT-0130,45,478.7
EXT-0131,36,331.27
EXT-0132,32,78.24
EXT-0133,19,109.63
EXT-0134,4,290.01
EXT-0135,35,31.42
EXT-0136,21,29.53
EXT-0137,38,238.92
EXT-0138,34,79.56
EXT-0139,33,40.98
EXT-0140,12,35.19
EXT-0141,5,337.93
EXT-0142,16,202.48
EXT-0143,37,123.86
EXT-0144,39,20.83
EXT-0145,6,210.19
EXT-0146,38,283.05
EXT-0147,21,467.42
EXT-0148,14,335.19
EXT-0149,21,120.1
EXT-0150,26,66.31
EXT-0151,42,150.7
EXT-0152,21,464.58
EXT-0153,5,5.65
EXT-0154,40,499.23
EXT-0155,7,37.56
EXT-0156,14,253.44
EXT-0157,9,466.7
EXT-0158,5,439.76
EXT-0159,24,143.21
EXT-0160,29,417.04
EXT-0161,46,151.96
EXT-0162,42,264.94
EXT-0163,43,408.73
EXT-0164,20,465.95
EXT-0165,7,469.53
EXT-0166,9,132.97
EXT-0167,7,371.47
EXT-0168,10,136.9
EXT-0169,39,106.1
EXT-0170,22,102.6
EXT-0171,41,426.6
EXT-0172,33,244.78
EXT-0173,4,47.06
EXT-0174,28,414.84
EXT-0175,3,2.77
EXT-0176,50,66.28
EXT-0177,17,81.63
EXT-0178,29,276.29
EXT-0179,28,280.89
EXT-0180,8,38.55
EXT-0181,45,452.06
EXT-0182,35,18.98
EXT-0183,24,291.67
EXT-0184,10,215.46
EXT-0185,3,154.82
EXT-0186,3,449.56
EXT-0187,14,341.35
EXT-0188,43,52.29
EXT-0189,50,280.38
EXT-0190,27,486.94
EXT-0191,48,78.12
EXT-0192,16,432.44
EXT-0193,12,440.83
EXT-0194,2,90.5
EXT-0195,22,391.41
EXT-0196,27,401.32
EXT-0197,48,405.56
EXT-0198,18,80.44
EXT-0199,45,54.94
EXT-0200,3,429.44
EXT-0201,15,100.59
EXT-0202,30,175.48
EXT-0203,15,112.24
,,
EXT-0205,22,140.02
EXT-0206,5,483.48
EXT-0207,18,176.22
EXT-0208,33,200.44
EXT-0209,35,166.24
EXT-0210,2,58.56
EXT-0211,17,90.11
EXT-0212,17,20.09
EXT-0213,39,217.85
EXT-0214,47,393.43
EXT-0215,28,303.5
EXT-0216,33,58.71
EXT-0217,37,95.85
EXT-0218,3,354.68
EXT-0219,1,260.44
EXT-0220,35,343.74
EXT-0221,48,368.78
EXT-0222,13,182.75
EXT-0223,5,474.49
EXT-0224,22,311.95
EXT-0225,43,424.16
EXT-0226,47,450.12
EXT-0227,33,155.33
EXT-0228,27,163.77
EXT-0229,45,148.53
EXT-0230,9,96.73
EXT-0231,43,470.24
EXT-0232,44,374.32
EXT-0233,12,308.14
EXT-0234,20,203.63
EXT-0235,1,152.63
EXT-0236,14,215.51
EXT-0237,38,303.72
EXT-0238,21,233.03
EXT-0239,29,338.14
EXT-0240,33,237.12
EXT-0241,48,85.68
EXT-0242,6,142.61
EXT-0243,43,316.84
EXT-0244,22,47.6
EXT-0245,49,118.2
EXT-0246,20,113.1
EXT-0247,13,74.53
EXT-0248,3,123.18
EXT-0249,31,306.03
EXT-0250,50,37.34
EXT-0251,27,443.18
EXT-0252,37,98.02
EXT-0253,45,192.61
EXT-0254,26,122.75
,,
EXT-0256,49,430.36
EXT-0257,7,389.43
EXT-0258,15,88.77
EXT-0259,45,259.46
EXT-0260,4,279.15
EXT-0261,8,228.77
EXT-0262,30,334.12
EXT-0263,36,298.13
EXT-0264,49,445.82
EXT-0265,40,407.69
EXT-0266,33,213.94
EXT-0267,36,223.51
EXT-0268,11,372.08
EXT-0269,31,225.58
EXT-0270,49,124.37
,,
EXT-0272,50,261.13
EXT-0273,41,120.38
EXT-0274,29,39.66
EXT-0275,19,118.01
EXT-0276,22,160.54
EXT-0277,35,41.21
EXT-0278,10,116.4
EXT-0279,45,77.25
EXT-0280,14,33.05
EXT-0281,27,166.11
EXT-0282,30,208.47
EXT-0283,14,416.61
EXT-0284,25,452.51
EXT-0285,38,473.08
EXT-0286,2,428.51
EXT-0287,49,288.27
EXT-0288,31,3.94
EXT-0289,23,150.01
EXT-0290,25,426.87
EXT-0291,27,269.57
EXT-0292,48,273.52
EXT-0293,39,449.01
EXT-0294,32,110.49
EXT-0295,28,243.34
EXT-0296,25,168.73
EXT-0297,44,399.27
EXT-0298,47,83.36
EXT-0299,30,459.85
EXT-0300,40,267.53
EXT-0301,26,296.35
EXT-0302,43,14.52
EXT-0303,42,214.88
EXT-0304,30,91.68
EXT-0305,17,190.17
EXT-0306,14,227.89
EXT-0307,22,380.85
EXT-0308,25,139.85
EXT-0309,27,126.88
EXT-0310,6,235.68
EXT-0311,48,270.17
EXT-0312,23,112.89
EXT-0313,5,390.84
EXT-0314,42,21.09
EXT-0315,2,474.86
EXT-0316,13,419.78
EXT-0317,40,77.04
EXT-0318,9,237.31
EXT-0319,8,282.42
EXT-0320,14,233.05
EXT-0321,17,383.68
EXT-0322,11,303.34
EXT-0323,48,359.46
,,
EXT-0325,20,54.94
EXT-0326,2,464.51
EXT-0327,37,339.0
EXT-0328,25,198.93
EXT-0329,46,99.97
EXT-0330,38,345.62
EXT-0331,41,122.18
EXT-0332,45,386.47
EXT-0333,44,300.61
EXT-0334,8,398.32
EXT-0335,37,391.54
EXT-0336,23,266.84
EXT-0337,43,185.91
EXT-0338,33,324.12
EXT-0339,1,424.94
EXT-0340,32,53.66
EXT-0341,24,318.16
EXT-0342,30,353.95
EXT-0343,28,88.89
EXT-0344,34,482.77
EXT-0345,18,308.34
EXT-0346,35,387.55
EXT-0347,30,218.35
EXT-0348,47,296.64
EXT-0349,21,426.0
EXT-0350,6,140.19
EXT-0351,29,122.69
EXT-0352,30,285.35
EXT-0353,43,190.12
EXT-0354,2,247.66
EXT-0355,21,91.74
EXT-0356,14,178.06
EXT-0357,17,170.83
EXT-0358,39,350.89
EXT-0359,18,278.34
EXT-0360,34,474.08
EXT-0361,6,121.44
EXT-0362,27,244.8
EXT-0363,49,120.92
EXT-0364,31,323.31
EXT-0365,32,224.64
EXT-0366,2,47.43
EXT-0367,15,202.8
EXT-0368,16,153.8
EXT-0369,38,185.14
EXT-0370,36,265.93
EXT-0371,28,498.32
EXT-0372,36,166.06
EXT-0373,45,227.42
EXT-0374,20,126.45
EXT-0375,8,360.92
EXT-0376,21,60.66
EXT-0377,35,475.49
EXT-0378,45,93.39
EXT-0379,14,369.56
EXT-0380,18,362.57
EXT-0381,49,262.79
EXT-0382,19,490.27
EXT-0383,13,148.83
EXT-0384,24,90.54
EXT-0385,1,354.3
EXT-0386,9,137.88
EXT-0387,4,277.13
EXT-0388,45,472.1
EXT-0389,41,434.36
EXT-0390,32,52.19
EXT-0391,1,287.46
EXT-0392,31,239.88
EXT-0393,22,93.0
EXT-0394,4,126.99
EXT-0395,31,57.93
EXT-0396,5,200.95
EXT-0397,5,288.93
EXT-0398,44,27.75
EXT-0399,10,405.76
EXT-0400,20,43.51
EXT-0401,16,60.11
EXT-0402,49,208.67
EXT-0403,39,395.58
EXT-0404,15,388.07
EXT-0405,25,225.81
EXT-0406,29,149.38
EXT-0407,38,495.03
EXT-0408,20,284.75
EXT-0409,4,305.21
EXT-0410,48,50.52
EXT-0411,49,104.69
EXT-0412,14,133.06
EXT-0413,6,79.37
EXT-0414,12,276.44
,,
EXT-0416,29,345.0
EXT-0417,31,146.34
EXT-0418,15,144.76
EXT-0419,19,351.79
EXT-0420,30,36.52
EXT-0421,15,462.03
EXT-0422,41,295.31
EXT-0423,13,213.14
EXT-0424,35,113.18
EXT-0425,10,454.3
EXT-0426,10,36.63
EXT-0427,11,396.52
EXT-0428,39,374.73
EXT-0429,37,460.68
EXT-0430,29,63.05
EXT-0431,45,152.74
EXT-0432,26,471.4
EXT-0433,33,270.45
EXT-0434,29,41.14
EXT-0435,3,444.82
EXT-0436,48,161.84
EXT-0437,17,13.91
EXT-0438,15,480.99
EXT-0439,37,293.97
EXT-0440,2,499.79
EXT-0441,44,410.89
EXT-0442,37,21.08
EXT-0443,49,88.42
EXT-0444,34,326.1
EXT-0445,18,91.56
EXT-0446,38,218.51
EXT-0447,32,484.56
EXT-0448,31,174.63
EXT-0449,22,161.21
EXT-0450,7,429.01
EXT-0451,22,206.41
EXT-0452,32,144.82
EXT-0453,26,406.97
EXT-0454,36,19.31
EXT-0455,6,157.94
EXT-0456,21,58.84
EXT-0457,50,202.68
